"Unique ID	Part Number	Description	Type	Hrs Interval	Month	Qty	Spare qty	Price	Unit of Measure	Min	Median	Max",,
"UID-A-000743	7000700-940	Air data computer	Aircraft Part				1	  	EACH	1132.085378	1265.206922	1855.132222",,
"UID-A-000751	7003110-901	EFIS display	Aircraft Part				2	20328	EACH	750.9902614	1286.767941	1580.716011",,
"UID-A-000752	7003360-940/941	AHRU	Aircraft Part				1	35000	EACH	1195.66022	1740.651818	2026.025931",,
"UID-A-000753	7003652-611	Advisory Display Panel	Aircraft Part				1	68860	EACH	865.1257217	1499.272193	1827.005851",,
"UID-A-000754	7003974-722	FZ-800 Flt guidance computer	Aircraft Part				1	38445	EACH	998.5769627	1760.07041	2147.422962",,
"UID-A-000756	7004544-312	Symbol generator	Aircraft Part				1	39400	EACH	1248.016086	1275.40359	1555.405283",,
"UID-A-000757	7004545-901	AHRS controller/ remote comp	Aircraft Part				1	1700	EACH	900.5170595	1650.962287	2401.783818",,
"UID-A-000758	7004577-903	alt preselector	Aircraft Part				1	13079	EACH	1522.070906	1577.825609	1607.75954",,
"UID-A-000778	754691-1	duct temp sensor	Aircraft Part				1	910	EACH	866.7106386	1676.25649	2401.666464",,
"UID-A-000784	77443?03A	rod end bearing	Consumable				2	  	EACH	1049.154668	1463.371986	2105.714641",,
"UID-A-000786	778686-4	PRSOV	Aircraft Part				1	20227	EACH	1243.487938	1247.591459	1747.930442",,
"UID-A-000787	778695-3	PRSOV (APU)	Aircraft Part				1	20792	EACH	1003.194046	1551.768982	2283.829804",,
"UID-A-000788	778697-1	trim valve	Aircraft Part				1	13500	EACH	1084.430601	1578.144691	2145.999288",,
"UID-A-000789	778727-7	pack valve	Aircraft Part				1	59814.17	EACH	939.254626	1749.372216	2476.625674",,
"UID-A-000790	778728-6	recirc fan	Aircraft Part				1	21340	EACH	1656.289679	1681.746037	2396.124154",,
"UID-A-000794	782689-6	brush block	Aircraft Part				2	5525.7	EACH	1050.092879	1347.449166	2021.087992",,
"UID-A-000797	7G761	press switch	Consumable				1	873.8	EACH	1253.828309	1402.512952	1713.55159",,
"UID-A-000802	7G899	press switch	Aircraft Part				1	2101.8	EACH	1250.212153	1566.822488	1860.531919",,
"UID-A-000803	7G959	press switch	Aircraft Part				1	1299.5	EACH	1103.160462	1509.83712	1521.166955",,
"UID-A-000805	7SC0284	position syncro	Aircraft Part				1	3982	EACH	1228.186974	1311.761029	1564.848873",,
"UID-A-000855	822-1987-003	MDC-3110	Aircraft Part				1	8652.18	EACH	730.8062619	1406.324236	1921.298528",,
"UID-A-000856	82350129-005	Tiller switch	Consumable				1	784	EACH	1311.403766	1313.507128	1806.541466",,
"UID-A-000857	82510168-001	Cup Holder	Consumable				1	100	EACH	1052.139262	1408.236882	1771.012853",,
"UID-A-000864	83401002-027	AFCS Infc Unit	Aircraft Part				1	0.26	EACH	714.2504215	1238.681163	1626.948143",,
"UID-A-000866	83910194?001	clock assy digital	Aircraft Part				1	  	EACH	1174.401297	1770.59402	2183.489839",,
"UID-A-000873	85321986?101	AS door seal	Consumable				2	  	EACH	1088.043098	1732.57709	2067.307316",,
"UID-A-000875	8?642?02	prox sensor	Consumable				2	1151.55	EACH	725.2296215	1433.183479	1823.209559",,
"UID-A-000885	8SC0205?001	Pax window	Consumable				2	240	EACH	972.8282705	1507.340097	1852.242332",,
"UID-A-000908	99-340253-1	PTT Switch	Consumable				2	210.54	EACH	729.3615082	1299.082696	1622.612332",,
"UID-A-000929	AD964-3	""Boot"," Deicer""	Consumable				2	22.13	EACH	1379.462949	1447.644005	2018.691843",
"UID-A-001028	AV1B1658?1	fuel solenoid	Aircraft Part				1	21219	EACH	990.4474141	1701.973809	2479.91748",,
"UID-A-001036	BBDREF001184553	crew O2 cylinder	Aircraft Part				1	  	EACH	826.0645181	1423.530406	1454.493553",,
"UID-A-001040	BBDREF001942260	annunciator AP disengage	Consumable				1	  	EACH	1227.560391	1781.8044	1945.866024",,
"UID-A-001059	BYLF51514	zone temp sensor	Aircraft Part				1	0.96	EACH	915.4964001	1453.559542	1884.063822",,
"UID-A-001062	C5C	STBY Compass	Aircraft Part				1	4478	EACH	931.397584	1512.451217	1954.103133",,
"UID-A-001070	CEETS5-81-5	Flex Duct	Consumable				1	27.64	EACH	1360.681796	1629.045424	2394.082647",,
"UID-A-001071	CEETS5-85-5	Duct-Flex	Consumable				1	35.37	EACH	972.8389756	1339.832001	1346.14129",,
"UID-A-001076	CH34055B	Igniter	Consumable				4	226.38	EACH	1334.893241	1751.400857	2042.22787",,
"UID-A-001138	GC1010?24?5DV	APU DC GCU	Aircraft Part				1	10120	EACH	1112.920266	1558.629939	1952.952374",,
"UID-A-001215	MI-585350-5	wx radar R/T	Aircraft Part				1	16498	EACH	1012.983855	1617.493424	2114.680475",,
"UID-A-000503	3059788-01	LH P3 Filter	Consumable	1000			2	#N/A	#N/A	1290.115947	1371.801642	1917.457164",,
"UID-A-000573	401176-9	Main batt	Consumable				2	#N/A	#N/A	992.116308	1244.376083	1437.112388",,
"UID-A-000589	4460102-1	Pax O2 SOV O-rings Kit	Consumable		48		1	#N/A	#N/A	1196.064656	1704.997456	1761.409611",,
"UID-A-001489	PW6900053-3 quoted -010	""Power Supply","  Cabin Lighting""	Consumable				1	2063.15	EACH	986.5137185	1750.684301	2374.48768",
"UID-A-001511	RG-380E/44K	""Battery"," Main""	Consumable				1	2608.5	EACH	1226.220722	1515.170982	1789.812789",
"UID-A-001540	SCDEETS4-116-5	Hose-RH	Consumable				2	61.68	EACH	1377.999433	1601.782682	1743.000251",,
"UID-A-001541	SCDEETS4-168-5	Hose-LH	Consumable				2	78.16	EACH	1430.222182	1723.322692	2203.211269",,
"UID-A-000022	064-1016-01	HF PA?	Aircraft Part			4	1	1039.41	EACH	5228.697955	5245.558033	6453.366564",,
"UID-A-000023	064-1017-00	HF Coupler?	Aircraft Part			16	1	1500	EACH	3130.289647	4676.331412	5556.647467",,
"UID-A-000032	10-0055-11	Light Emer	Consumable			20	1	3995	EACH	4134.63119	5694.881056	7202.940012",,
"UID-A-000047	100-389018-23	Switch - Fuel Pressure	Consumable			2	2	833.68	EACH	4794.055781	5362.16692	7970.293766",,
"UID-A-000048	100-389020-1	""Valve"," Fuel Motive Flow""	Consumable			2	2	3180.95	EACH	4547.738046	5258.750911	7523.849706",
"UID-A-000049	100-430046-3	Bolt	Consumable			2	1	441.77	EACH	2975.344268	5002.158082	7400.403326",,
"UID-A-000050	100-430046-37	""Cable Assy"," Upper Fwd""	Consumable			1	1	376.85	EACH	3088.315096	5305.234876	5489.101572",
"UID-A-000055	100801X4-0540	Bushing	Consumable			1	1	26.37	EACH	3240.466937	4169.09268	5982.332486",,
"UID-A-000058	100942H0227-95	""Spring"," Tension""	Consumable			1	1	9.75	EACH	4056.251869	5148.479951	7466.69152",
"UID-A-000059	100942J0116-43	Spring	Consumable			1	1	21.29	EACH	3031.383728	5356.464628	6277.072738",,
"UID-A-000061	100951X032ZW	Washer	Consumable			2	1	1.5	EACH	2453.311755	4547.285192	5645.909663",,
"UID-A-000066	101- 4083-1	Wing Bolt Kit- Lower Bolt	Consumable			2	1	198.91	EACH	4203.799895	5171.318186	6352.032529",,
"UID-A-000083	101321-0B0090	Bushing	Consumable				1	280.2	EACH	2762.937415	4321.11784	6059.627999",,
"UID-A-000094	101-369023-1	Switch Assy-Proximity Prop	Consumable				1	3607.94	EACH	4883.901446	5026.879908	6903.989054",,
"UID-A-000117	101-380051-1	Line Assy-Capillary	Consumable				1	450	EACH	4349.119818	4468.123872	6689.246997",,
"UID-A-000127	101-381015-3	Valve Assy-bleed Air Shut- Off	Aircraft Part				1	2877.13	EACH	2801.335994	5191.997491	5688.394183",,
"UID-A-000133	101-384028-43	Switch Assy- Barometric Press	Consumable				1	1416.83	EACH	4476.980125	5336.860917	7338.137849",,
"UID-A-000135	101-384034-1	Switch Assy-Oxygen Pressure	Consumable				1	1210.11	EACH	3620.857384	4583.491912	6244.779118",,
"UID-A-000145	101-384177-11	Controller-Moror Speed	Aircraft Part				0	11373.51	EACH	4723.819752	5661.519788	7258.822224",,
"UID-A-000149	101-388014-17	""Actuator","  R & L MLG""	Aircraft Part				1	6043.15	EACH	3887.608248	4315.356285	5383.325568",
"UID-A-000158	101-389004-3	Switch Motive Flow Press	Consumable				1	997	EACH	4989.905036	5831.376391	6080.637344",,
"UID-A-000163	101-389011-65	""Valve"," Check Engine Fuel Purge""	Consumable				4	199.83	EACH	3501.346783	4235.061035	5219.000729",
"UID-A-000164	101-389023-7	Transducer-Oil Press	Consumable				1	3912.79	EACH	2579.536308	4523.77524	6521.487955",,
"UID-A-000166	101-389029-3	Governor-Overspeed	Aircraft Part				2	7395.38	EACH	5182.585673	5701.796507	7461.035886",,
"UID-A-000181	101-420119-5	""Track"," Seat (pilot & copilot)""	Consumable				2	515.42	EACH	4068.194285	4901.25027	6544.022648",
"UID-A-000183	101-430120-1	""Cable Assy"," ASD""	Consumable				1	201.08	EACH	3537.310227	5305.466876	6144.968741",
"UID-A-000184	101-430275-1	Spriing	Consumable				1	42.31	EACH	4557.156148	5988.98368	7263.535781",,
"UID-A-000187	101-521024-1	Link -Flap Position	Consumable				1	27.01	EACH	4243.126221	4272.169927	5069.080804",,
"UID-A-000188	101-521030-1	""Link"," Split Flap""	Consumable				1	38.64	EACH	4379.232343	5847.709274	7769.069203",
"UID-A-000189	101-521034-1	Phenolic Washer-Flap Bearing	Consumable				2	49.18	EACH	3580.821018	5888.849475	6311.633106",,
"UID-A-000203	1017-41-111	FMS CDU	Aircraft Part				1	22000	EACH	2758.461835	4694.787841	5637.095255",,
"UID-A-000219	101-920061-37	Anti siphon Assy- Fuel Cap	Consumable				1	920	EACH	4348.449939	5097.308615	7015.613868",,
"UID-A-000222	101-970093-1	""Tubing"," Bleed Air Warning Repair""	Consumable				1	75.02	EACH	3631.181498	4234.611193	5569.409327",
"UID-A-000226	10-208-15C2	MRK Antenna	Aircraft Part				1	1364.11	EACH	3031.87218	4268.842606	4844.337208",,
"UID-A-000231	103?00034	free air temp bulb	Consumable				1	372.29	EACH	3690.109745	4513.966621	6622.373147",,
"UID-A-000235	103672-2	outflow valve	Aircraft Part				1	9887.5	EACH	3617.715601	5634.350697	8328.602189",,
"UID-A-000236	10500-101`	ldg retract actuator	Aircraft Part				1	  	EACH	4637.734657	5330.43803	5942.168759",,
"UID-A-000238	105739S-YH0230	Bushing- Flap Act	Consumable				2	21.93	EACH	4898.640987	4968.939891	7147.915183",,
"UID-A-000239	105739X-XA0343	Spacer	Consumable				1	57.39	EACH	4022.929189	5483.516631	5901.968333",,
"UID-A-000267	11355	avionics cooling fan	Aircraft Part				1	381.56	EACH	4037.231267	4687.407712	5276.284695",,
"UID-A-000272	114-389031-17	Engine Mount	Aircraft Part				1	5207.51	EACH	3060.732986	5470.683685	8044.63114",,
"UID-A-000276	115167CXX161166	Duct-Starter Cooling Air	Consumable				1	83.02	EACH	3434.193169	4134.635631	4326.035002",,
"UID-A-000278	115418	valve heater	Consumable				1	2998.7	EACH	3819.897336	4480.382347	5933.02079",,
"UID-A-000280	117-910058-5	Quill shaft	Consumable				1	392.91	EACH	2106.255721	4187.284814	4626.307583",,
"UID-A-000281	117-910059-3	Pulley (AC compressor)	Consumable				1	1001.44	EACH	2769.43916	4323.109863	4657.946366",,
"UID-A-000295	12TW401?5	switch yoke	Consumable				1	47.87	EACH	4469.180965	5670.58717	7578.687948",,
"UID-A-000296	12TW401-7	PTT/INPH Switch	Consumable				1	38.42	EACH	3652.437691	5305.090459	7597.244954",,
"UID-A-000301	130292-A-4	Clamp	Consumable				2	1.5	EACH	3673.634022	4822.45472	7017.017492",,
"UID-A-000308	130-364090-5	""Module Assy-N1 Speed"," R Ice Vane Sence""	Aircraft Part				1	13730	EACH	3642.178805	5241.059992	6798.226745",
"UID-A-000313	130-380042-5	Indicator-Torque	Aircraft Part				1	5296.31	EACH	2942.605569	5015.765233	7319.670674",,
"UID-A-000314	130-380043-5	Indicator-Prop Tach	Aircraft Part				1	5512.14	EACH	4958.037882	5882.934037	7647.148222",,
"UID-A-000317	130-389002-3	Torque Transmitter	Aircraft Part				1	3185.02	EACH	3128.56078	5866.353318	6739.882395",,
"UID-A-000319	130-521034-11	Actuator Assy-Aileron Trim	Aircraft Part				1	13888.75	EACH	3930.776254	5323.189541	7571.445763",,
"UID-A-000320	130522-2	cabin press selector	Aircraft Part				1	10550	EACH	3418.400185	4465.268849	5963.689486",,
"UID-A-000347	131823VE4	""Tube"," Bleed Air Warning""	Consumable				1	0.22	EACH	5526.964267	5625.313083	5754.67306",
"UID-A-000353	1440-19	""Cable Assy"," Lwr Aft""	Consumable				1	133.5	EACH	3517.707521	5808.009857	6000.105814",
"UID-A-000354	1440-20	""Cable Assy"," Upper Aft""	Consumable				1	286.45	EACH	3150.709714	4160.40487	5733.834644",
"UID-A-000355	1440-21	""Cable Assy"," Lwr Fwd""	Consumable				1	286.46	EACH	4961.21033	5584.594098	8322.2857",
"UID-A-000361	14809	HF Antenna?	Aircraft Part				1	 $-   	EACH	2891.768799	4588.099904	5204.668779",,
"UID-A-000366	15?0024	""light assy"," storm""	Consumable				1	1072.5	EACH	4083.26054	5583.430707	6133.693794",
"UID-A-000367	1532?12A	deice distributor valve	Aircraft Part				1	7785.7	EACH	4213.976602	4382.683816	6511.236099",,
"UID-A-000372	15KE51CA	Transorb	Consumable				1	25	EACH	3564.983987	4259.73713	6206.800255",,
"UID-A-000387	189894-002	Solenoid-Gnd Idle Stop	Consumable				1	398.86	EACH	3254.745202	4095.465775	4264.531209",,
"UID-A-000418	21140?1134?2	airspeed indicator	Aircraft Part				1	18469.5	EACH	3260.468676	4777.832671	5122.35532",,
"UID-A-000420	213181	Prop sync pick up	Consumable				1	2998.7	EACH	3043.366185	4505.465302	6495.865317",,
"UID-A-000421	21546-4-100-1	temp switch	Aircraft Part				1	  	EACH	5294.950195	5734.43045	5783.512711",,
"UID-A-000150	101-388015-1	LDG Hyd Hose	Consumable		120		1	#N/A	#N/A	2723.585707	5005.806169	6175.139501",,
"UID-A-000151	101-388015-19	LDG Hyd Hose	Consumable		120		1	#N/A	#N/A	5054.64008	5225.238238	7179.314093",,
"UID-A-000427	231325?2	refuel SOV	Aircraft Part				1	23061	EACH	3562.357948	4298.677223	4487.601765",,
"UID-A-000152	101-388015-7	LDG Hyd Hose	Consumable		120		1	#N/A	#N/A	3975.529436	4298.692231	5922.811431",,
"UID-A-000434	25ET1TF	flight/taxi switch	Consumable				1	741.49	EACH	4794.198382	5814.623813	7532.666761",,
"UID-A-000438	275K6 quoted FK275	Belt (AC compressor)	Consumable				1	21.91	EACH	4379.249187	4500.101826	5384.933691",,
"UID-A-000442	28VS200Y4DH	TRU	Aircraft Part				1	25086	EACH	3469.950726	4646.169498	4922.598212",,
"UID-A-000444	29S7D5152?05	""boot"," LH wing otbd""	Consumable				1	1666.28	EACH	3958.050137	4124.92454	4935.388106",
"UID-A-000445	29S7D5152?06	""boot"," RH wing otbd""	Consumable				1	1666.28	EACH	4476.701265	5624.400925	5712.141728",
"UID-A-000446	29S7D5152?07	""boot"," LH wing otbd""	Consumable				1	1823.43	EACH	4972.777495	5249.26332	5873.48849",
"UID-A-000447	29S7D5152?08	""boot"," RH wing otbd""	Consumable				1	1823.43	EACH	3756.270155	5347.901609	5518.065326",
"UID-A-000448	29S7D5152?09	""boot"," LH inbd stab""	Consumable				1	1635.3	EACH	3846.698851	4147.076805	5791.941835",
"UID-A-000449	29S7D5152?10	""boot"," RH inbd stab""	Consumable				1	1635.3	EACH	2955.551052	5418.063708	7656.173421",
"UID-A-000450	29S7D5152?11	""boot"," LH otbd stab""	Consumable				1	1706.62	EACH	3396.373364	4761.156756	6529.117714",
"UID-A-000451	29S7D5152?12	""boot"," RH otbd stab""	Consumable				1	1706.62	EACH	5185.714921	5552.785856	6053.815663",
"UID-A-000452	29S7D5152?15	""boot"," LH wing center""	Consumable				1	1169.42	EACH	3619.269274	5232.059646	6625.892575",
"UID-A-000453	29S7D5152?16	""boot"," RH wing center""	Consumable				1	1169.42	EACH	3202.964368	5312.352647	6254.307959",
"UID-A-000454	29S7D5152?25	""boot"," vertical stab""	Consumable				1	2455.39	EACH	4348.675946	5459.079812	7501.086495",
"UID-A-000455	29S7D5152?29	""boot"," LH inbd wing""	Consumable				1	2998.7	EACH	2411.144317	4345.954277	5255.863101",
"UID-A-000456	29S7D5152?30	""boot"," RH inbd wing""	Consumable				1	2998.7	EACH	3100.347715	4171.196493	5285.169236",
"UID-A-000457	29S7D5152?31	Intake Boot	Consumable				1	4017.48	EACH	4763.50336	5544.367155	6676.092489",,
"UID-A-000458	29S7D5152?35	""boot"," LH inbd wing""	Consumable				1	2998.7	EACH	2889.584421	4637.690864	4907.208719",
"UID-A-000459	29S7D5152?36	""boot"," RH inbd wing""	Consumable				1	2998.7	EACH	3390.707617	5845.562046	5868.100721",
"UID-A-000464	30?0191?10	light assy green	Consumable				1	1695	EACH	3560.771653	5613.890579	7040.507105",,
"UID-A-000465	30?0191?9	light assy red	Consumable				1	571.43	EACH	2387.765028	4356.834179	6338.21793",,
"UID-A-000466	3003957	""Carrier"," Oil Seal- tach gen""	Consumable				1	112.34	EACH	3159.81623	4797.893532	5170.641629",
"UID-A-000153	101-388016-1	LDG Hyd Hose	Consumable		120		1	#N/A	#N/A	3090.911467	5749.752664	6352.722725",,
"UID-A-000469	3010818	Gasket-OS Gov	Consumable				1	25	EACH	3654.967244	5041.052599	5783.965603",,
"UID-A-000154	101-388016-11	LDG Hyd Hose	Consumable		120		1	#N/A	#N/A	4128.06915	4541.393545	5631.499528",,
"UID-A-000478	3015863	""Carrier"," Oil Seal -tach gen""	Consumable				1	192.89	EACH	3050.89236	4951.485452	5772.363828",
"UID-A-000480	3019906	Valve assy Flow divider	Aircraft Part				1	295	EACH	4225.713571	4514.34417	5405.228913",,
"UID-A-000481	3022374	Seal Plain (garlock seal)	Consumable				1	60	EACH	3279.005745	5625.68589	8030.568647",,
"UID-A-000482	3022375	Seal Plain (garlock seal)	Consumable				1	60.75	EACH	4727.940002	4860.874836	5482.88896",,
"UID-A-000483	3022376	""Seal","Plain""	Consumable				1	88.73	EACH	4594.867049	4798.62714	5540.744651",
"UID-A-000484	3028832	""Gasket-Governor"," Prop""	Consumable				1	387.27	EACH	3190.544931	4675.780756	5228.36083",
"UID-A-000489	3032168	Exciter box	Consumable				1	253.4	EACH	4246.105558	5978.397716	7331.885808",,
"UID-A-000495	3039609	ignition exciter	Consumable				2	5537	EACH	3830.56275	4168.54842	5706.275489",,
"UID-A-000499	3059046-01	Seal Plain	Consumable				1	451.07	EACH	4181.750463	5449.560351	7675.813415",,
"UID-A-000155	101-388016-5	LDG Hyd Hose	Consumable		120		1	#N/A	#N/A	2932.729419	4826.697246	7163.066733",,
"UID-A-000509	310000010	engine fire bottle	Aircraft Part				1	  	EACH	2788.947064	4488.336274	6355.540796",,
"UID-A-000511	3100024-01	Seal Plain (prop shaft)	Consumable				1	605.08	EACH	3303.233227	4556.508781	4761.852706",,
"UID-A-000524	3111764-01	Bolt (Turbin stub shaft)	Consumable				1	332.02	EACH	4266.270566	4501.92614	5064.423498",,
"UID-A-000528	3117032-01	Valve Assy (HP Bleed)	Aircraft Part				1	15954.6	EACH	4206.406699	5524.066304	7920.543781",,
"UID-A-000529	3119836-01	Cable Ignition	Consumable				1	990.1	EACH	3992.384337	5519.949914	6942.451838",,
"UID-A-000531	3120644-01	Fuel Control Unit	Aircraft Part				1	58000	EACH	3617.528747	4964.405961	6945.052867",,
"UID-A-000532	31400-017	STBY Altimeter (millibar)	Aircraft Part				1	35000	EACH	3057.451767	5116.672122	6219.037863",,
"UID-A-000156	101-388016-7	LDG Hyd Hose	Consumable		120		1	#N/A	#N/A	3115.538075	4737.443496	6746.787361",,
"UID-A-000534	321585	deice SOV	Aircraft Part				1	4017.48	EACH	2472.228523	4567.230004	6496.027219",,
"UID-A-000540	330995F10-0240	Hose Assy	Consumable				1	115	EACH	4868.822248	5323.871544	6116.708536",,
"UID-A-000541	330995F10-0250	Hose Assy	Consumable				1	91.5	EACH	2642.816509	4329.404454	5432.166269",,
"UID-A-000157	101-388016-9	LDG Hyd Hose	Consumable		120		1	#N/A	#N/A	3484.723523	5229.629535	5838.776479",,
"UID-A-000172	101-4025-1S	Bolt Kit	Consumable		60		1	#N/A	#N/A	2600.978362	4531.724844	6654.157322",,
"UID-A-000173	101-4026-7	Bolt Kit	Consumable		60		1	#N/A	#N/A	4552.167077	5649.405303	7841.447438",,
"UID-A-000325	13083-25		Consumable				1	#N/A	#N/A	5185.002425	5509.49365	6977.112583",,
"UID-A-000327	13083-5	FB Squib	Consumable		48		2	#N/A	#N/A	3111.842454	5575.750258	5649.919381",,
"UID-A-000425	23088-010	Start/Gen	Aircraft Part	1500			2	71304	Each	3965.432627	4505.769012	5581.933008",,
"UID-A-000533	31708-001A	AC Gen	Aircraft Part	10000			1	32657	Each	4512.253241	5719.937492	5836.421312",,
"UID-A-000542	330995F12-0370	Eng Flame Hoses	Consumable		60		1	197.55	EACH	4205.744712	5755.18639	7642.074838",,
"UID-A-000543	330995F4-0114	Eng Flame Hoses	Consumable		60		1	35.19	EACH	4175.021433	5639.486728	8390.454091",,
"UID-A-000551	330997F10-0270	Hose Assy  ( Flam Hose )	Consumable				1	325	EACH	5195.070945	5879.511452	6915.403573",,
"UID-A-000552	330997F4-0137	Hose Assy	Consumable				1	86.12	EACH	3819.46373	4329.40678	6137.958653",,
"UID-A-000544	330995F4-0290	Eng Flame Hoses	Consumable		60		1	53.41	EACH	4569.838867	5101.924468	5773.816143",,
"UID-A-000545	330996F12-0140	Eng Flame Hoses	Consumable		60		1	266.12	EACH	3317.4086	5417.417669	5681.428769",,
"UID-A-000546	330996F12-0300	Eng Flame Hoses	Consumable		60		1	663.96	EACH	4282.248748	5778.914291	7560.950238",,
"UID-A-000547	330996F8-0130	Eng Flame Hoses	Consumable		60		1	209.3	EACH	3616.063565	5282.477844	6836.505769",,
"UID-A-000561	3605?8	Lift computer	Aircraft Part				1	12656	EACH	4108.312416	4251.180819	5914.492389",,
"UID-A-000564	3705?1	""actuator"," oil cooler""	Aircraft Part				1	1118.7	EACH	2973.287697	4467.23946	6221.179172",
"UID-A-000568	38E96?2E	de-ice regulator	Aircraft Part				1	5775	EACH	3298.278958	5986.293335	8520.00296",,
"UID-A-000548	330997F10-0210	Eng Flame Hoses	Consumable		60		1	523.39	EACH	2805.481799	4529.067975	5453.076971",,
"UID-A-000579	4210T4TT	Filter	Consumable				1	133.31	EACH	4796.992168	5898.496874	6767.84983",,
"UID-A-000582	42?791?1A	anti-skid control box	Aircraft Part				1	  	EACH	2976.708669	4869.776915	5253.893153",,
"UID-A-000549	330997F10-0230	Eng Flame Hoses	Consumable		60		1	168.92	EACH	2903.078083	5370.023204	6597.477768",,
"UID-A-000609	4ML45E2?2N2D	switch ECU	Consumable				1	1750	EACH	4532.745741	5872.125248	7578.234999",,
"UID-A-000614	50-105000-3	Teflon Washer- Flap Bearing	Consumable				4	10.05	EACH	3567.916938	5216.431556	5314.462735",,
"UID-A-000623	501-1228-04	PS-835D Power Supply	Aircraft Part				1	375	EACH	3296.350256	4754.791213	6479.570825",,
"UID-A-000625	50-120101-1	Wing Bolt Cover	Consumable				1	1021.89	EACH	3431.685631	4066.344727	4228.500508",,
"UID-A-000626	50-120101-10	Wing Bolt Cover	Consumable				1	128.09	EACH	3447.935926	4714.079994	6943.854691",,
"UID-A-000627	50-120101-9	Wing Bolt Cover	Consumable				1	221.59	EACH	5011.621925	5726.306372	7107.494577",,
"UID-A-000628	50-120102-18	Wing Bolt Cover	Consumable				1	415.55	EACH	4414.680671	4619.538267	6271.866454",,
"UID-A-000629	50-120102-19	Wing Bolt Cover	Consumable				1	337.92	EACH	3033.278804	4644.839994	6093.331251",,
"UID-A-000630	50-120186-9	Wing Bolt Cover	Consumable				1	121.83	EACH	4221.317891	4885.99485	6954.31284",,
"UID-A-000631	50-160020	Bushing- Flap Act	Consumable				2	79.29	EACH	4161.092962	4435.50303	5743.151083",,
"UID-A-000641	50-384066	""Spring"," Tension""	Consumable				1	255.37	EACH	5733.027248	5830.006784	7051.595822",
"UID-A-000645	50-389057-1	Tach Generator	Aircraft Part				1	244.85	EACH	3522.932294	5473.180732	8042.669773",,
"UID-A-000649	50-389121-33	""Switch"," Oil Press""	Consumable				1	1150	EACH	3971.201812	5928.917158	7194.598053",
"UID-A-000650	50-430042-5	Bellcrank	Consumable				1	604.11	EACH	4719.067158	5795.823933	6279.625494",,
"UID-A-000651	50-430042-7	Bellcrank	Consumable				1	695.11	EACH	3135.447166	5358.160609	6648.28071",,
"UID-A-000652	50-430042-9	Bellcrank	Consumable				1	737.11	EACH	2754.970611	5470.551228	7269.910629",,
"UID-A-000653	50-430043-1171	Filler	Consumable				1	125	EACH	4593.951707	4715.676221	7006.315813",,
"UID-A-000654	50-430043-1173	Spring	Consumable				1	67.25	EACH	4498.546178	4845.108404	5912.750769",,
"UID-A-000655	50-430043-1397	""Cable Assy"," ASD""	Consumable				1	112.21	EACH	3195.740324	4892.083117	6791.266121",
"UID-A-000656	50-430043-437	""Cable Assy"," ASD""	Consumable				1	89.42	EACH	3656.977558	5116.951203	6600.336638",
"UID-A-000657	50-430043-511	Shaft- Bellcrank	Consumable				1	140.22	EACH	3415.206139	5064.143548	6100.062243",,
"UID-A-000663	5082 1 2	pa amp	Aircraft Part				1	3245	EACH	3703.526023	5047.942668	6512.747706",,
"UID-A-000670	5088 1 1	INPH control	Aircraft Part				1	  	EACH	3882.492269	5944.093528	6820.757645",,
"UID-A-000675	50-944067-21	Firesleeve	Consumable				2	150	EACH	3916.284928	4633.615385	6299.381324",,
"UID-A-000677	50-944076-7	Lever Arm (Green Arm)	Consumable				2	439.01	EACH	3275.0575	4157.134061	4279.939866",,
"UID-A-000681	51608-003	AC GCU	Aircraft Part				1	5706.5	EACH	3736.970862	4723.810865	6435.849562",,
"UID-A-000687	5229?88?0	potentiometer	Consumable				1	1056.29	EACH	2829.272735	5149.33501	6258.48833",,
"UID-A-000688	5260 1 1	audio control unit	Aircraft Part				1	  	EACH	3046.44471	4730.399355	6537.014367",,
"UID-A-000689	5261-1	audio control panel	Aircraft Part				1	7595	EACH	4230.317985	5680.83629	8244.538725",,
"UID-A-000691	5283 1 1	handset/cradle	Consumable				1	5800	EACH	4079.059846	4720.716817	4963.464326",,
"UID-A-000693	5348?200?80?10	fuel tank temp ind	Aircraft Part				1	1485	EACH	3257.019694	4948.256352	6696.668113",,
"UID-A-000694	535201-1	LDG control panel	Aircraft Part				1	4500	EACH	4559.920373	4797.305322	6398.528686",,
"UID-A-000701	570347	hyd pump filter	Aircraft Part				1	41.61	EACH	4001.426607	5946.76271	6200.521918",,
"UID-A-000704	57420?5A	LDG selector valve	Aircraft Part				1	15500	EACH	2217.397757	4419.333279	5601.860962",,
"UID-A-000705	58-380043-1	Indicator- Flight Hour ( Hobbs)	Consumable				1	580.11	EACH	2056.459046	4009.554586	5975.436142",,
"UID-A-000711	6046H39B	""Relay"," Flap Motor""	Consumable				1	845	EACH	3398.675746	4810.682115	6201.661979",
"UID-A-000713	622-2362-001	Automatic Directional Finder (ADF) Radio	Aircraft Part				1	902.76	EACH	2926.286899	4723.654404	6396.181342",,
"UID-A-000714	622-2363-001	ADF Antenna	Consumable				1	1000	EACH	3792.710936	5962.381273	6729.626859",,
"UID-A-000716	622-6137-001	Nav Radio	Aircraft Part				1	11990	EACH	3411.201596	4036.543966	4184.715998",,
"UID-A-000717	622-6263-003	DME R/T	Aircraft Part				1	57854.72	EACH	4006.386809	4267.71546	4434.034291",,
