"Unique ID	Part Number	Description	Type	Hrs Interval	Month	Qty	Spare qty	Price	Unit of Measure	Min	Median	Max",,
"UID-B-000016	8904-35533-02	DISPLAY EFI-890 DUAL VIDEO VGA/VGA BLACK	Aircraft Part				1	49500	EACH	6305.235824	10605.5942	12357.84425",,
"UID-B-000018	117-344202-19	Ins Radar Interface	Aircraft Part				1	59428.97	EACH	6848.532978	10754.65437	11169.37152",,
"UID-B-000021	PI-917-06	TANK FUEL OUTLET ASSY	Aircraft Part				1	50020	EACH	8035.722256	10802.01945	12292.29523",,
"UID-B-000027	4357B	Valve  Oxygen	Aircraft Part				1	8125	EACH	7117.237638	11558.04417	16141.58764",,
"UID-B-000028	99-380011-5	VALVE  REGULATOR	Aircraft Part				1	12995	EACH	6807.946955	8178.455853	9079.095318",,
"UID-B-000029	622-9210-008	Tdr-94D Mode S Xponder	Aircraft Part				1	40747	EACH	6258.069893	11575.7801	15765.34161",,
"UID-B-000030	101-320135-3	Switch Assem-Pull Handlefire	Aircraft Part				1	22683.03	EACH	5198.575571	10172.03114	10217.64428",,
"UID-B-000032	C12R1003-101	Valve  Expansion	Aircraft Part				1	41770	EACH	8586.062302	11656.7107	14816.98534",,
"UID-B-000033	BYLB51446	Dual Cntr Air Valve	Aircraft Part				1	41770	EACH	8377.982061	10661.87926	14836.8425",,
"UID-B-000038	W2002-2/300F	Thermal Switch	Aircraft Part				1	3322.19	EACH	8140.551573	9005.230935	9499.134173",,
"UID-B-000041	1025-01-211	Mcdu	Aircraft Part				1	35000	EACH	5419.063149	9927.746532	11007.81722",,
"UID-B-000042	101-388005-11	POWER PACK HYD	Aircraft Part				1	34056.18	EACH	10065.09706	11537.76609	17099.12604",,
"UID-B-000047	38E97-2A	EJECTOR	Aircraft Part				1	18293.38	EACH	9054.392983	10032.55801	13336.29626",,
"UID-B-000048	582-10A4B0C30407	Switch Gpws Flap Ovrd	Aircraft Part				1	32248	EACH	5227.666657	10038.49894	14500.24233",,
"UID-B-000049	4120-000-02	Radio Control Unit	Aircraft Part				1	31000	EACH	5383.185508	10016.02251	13238.6938",,
"UID-B-000050	27826-2	Battery Ins;Type Ca54-3	Aircraft Part				1	17341.39	EACH	6213.02855	11973.70823	13437.55829",,
"UID-B-000052	24835-41-U12G	TA-24S GPS RECEIVER	Aircraft Part				1	29207.88	EACH	6596.842684	9011.613437	11109.24751",,
"UID-B-000053	24835-20-U03A	Ta-12S  Gps	Aircraft Part				1	29207.88	EACH	9644.461809	9791.472714	11912.93947",,
"UID-B-000054	24835-10	Ta-12 Gps Rpu	Aircraft Part				1	29207.88	EACH	6936.77875	11782.88571	15022.19735",,
"UID-B-000056	827-7850-053	Cover  Control Display Unit	Aircraft Part				1	163668	EACH	6856.46295	11436.95554	11440.77998",,
"UID-B-000057	822-1110-002	AHC-3000 ATTITUDE HEADING COMPUTER	Aircraft Part				1	163668	EACH	6183.669997	10667.75203	12224.54278",,
"UID-B-000058	822-1872-310	TRANSCEIVER VHF-4000E	Aircraft Part				1	33596	EACH	5811.734788	11277.30108	15186.37741",,
"UID-B-000059	101-380005-33	Transducer - Stall Lift (3701-14)	Aircraft Part				1	14113.19	EACH	5416.309319	9419.880949	11712.20182",,
"UID-B-000060	822-1579-001	NAV 4500	Aircraft Part				1	11929.4	EACH	7035.316527	11499.50172	17086.20325",,
"UID-B-000062	174250-92	OXYGEN MASK CREW -SWEEP-ON(R) 2000	Aircraft Part				1	10435.35	EACH	8249.6629	9386.191792	11974.2285",,
"UID-B-000064	130-361037-615	NAVLITE ASSY W/STROBE	Aircraft Part				1	9442.92	EACH	7006.212477	10581.00974	12286.33288",,
"UID-B-000065	130-384023-0001	POWER SUPPLY  ELECTROLUMINESCENT	Aircraft Part				1	6588.28	EACH	6239.719697	8433.511809	12511.75819",,
"UID-B-000066	114-380018-1	CABIN CLIMB INDICATOR	Aircraft Part				1	5204.17	EACH	7190.613904	9018.774115	10442.83214",,
"UID-B-000067	101-380026-15	INDICATOR  CABIN ALT AND DIFF PRESSURE	Aircraft Part				1	4998.09	EACH	10186.86099	10281.92555	12439.64883",,
"UID-B-000069	622-5797-001	ADS-65 Air Data Adapter	Aircraft Part				1	3660	EACH	9508.907786	11888.2251	13910.803",,
"UID-B-000070	229-0324-010 (-N)	NAC-80 Vertical Accelerometer	Aircraft Part				1	13580.16	EACH	4688.525819	8663.551305	9203.815164",,
"UID-B-000071	622-5734-001	Elevator Servo	Aircraft Part				1	7376	EACH	8139.436335	10695.46846	11964.16774",,
"UID-B-000072	622-5734-002	Elevator Trim/Aileron Servo	Aircraft Part				1	11710.65	EACH	10989.54482	11622.52025	15035.20947",,
"UID-B-000075	622-6019-001	SSS-65 Slip Skid Sensor	Aircraft Part				1	2224	EACH	8740.873679	10839.51389	12781.79035",,
"UID-B-000078	270-0930-010	YRS-65 Yaw Rate Sensor	Aircraft Part				1	14328	EACH	7570.945963	9588.451344	11898.89613",,
"UID-B-000079	Model 240	""INPH Amp"," DB Systems""	Aircraft Part				1	3899.28	EACH	5797.840125	10125.90752	11656.42743",
"UID-B-000082	229-0324-020	LAC-80 Accelerometer	Aircraft Part				1	5500.5	EACH	9550.141024	9926.244433	14773.98645",,
"UID-B-000084	622-6590-001	CAD-62 Adapter	Aircraft Part				1	1624	EACH	4333.608995	8410.770778	9094.17077",,
"UID-B-000085	622-8158-001	ADA-85 Indicated Airspeed Adapter	Aircraft Part				1	2292	EACH	6586.739027	8675.999035	12300.73194",,
"UID-B-000090	622-6135-014	Gyro Control	Aircraft Part				1	2048	EACH	6075.366149	8981.672193	9933.067521",,
"UID-B-000091	622-5812-001	Flux Detector	Aircraft Part				1	2892	EACH	4876.262181	9720.207932	9745.429528",,
"UID-B-000094	99-530-6C3	Stby Horizon Annuciator	Aircraft Part				1	1609	EACH	9427.759637	11033.00821	12894.53288",,
"UID-B-000097	622-2855-001	RAD ALT R/T                      ALT-55B	Aircraft Part				1	4464.2	EACH	5948.955047	8462.919043	10698.03372",,
"UID-B-000098	622-7209-002	Rad Alt Converter                RAC-870	Aircraft Part				1	2276	EACH	7561.977512	10991.3105	16402.41501",,
"UID-B-000100	100-384129	Transponder/DME Antenna	Aircraft Part				1	616	EACH	7604.413332	8717.514958	10956.89801",,
"UID-B-000101	1075	GPS Antenna	Aircraft Part				1	662	EACH	5020.238496	9385.691943	12205.41864",,
"UID-A-000099	101-380001-27	Boot-LH Horizontal Stab Deicer	Consumable				1	3634.15	EACH	4051.008803	5786.447687	6883.394812",,
"UID-A-000100	101-380001-28	Boot-RH Horizontal Stab Deicer	Consumable				1	3347.41	EACH	3105.504593	4631.345741	4691.000514",,
"UID-A-000103	101-380001-31	Boot-LH Wing Otbd Deice	Consumable				1	3831	EACH	2805.756141	5198.259866	6781.421148",,
"UID-A-000104	101-380001-32	Boot-RH Wing  Otbd Deice	Consumable				1	3861	EACH	2517.5151	4733.247296	5229.780804",,
"UID-B-000004	SI-3003B	Mission Static Inverter	Aircraft Part				1	2000	EACH	3936.595163	4107.348558	5629.548661",,
"UID-B-000007	822-1114-001	RECEIVER/TRANSMITTER  VHF22D RADIO	Aircraft Part				1	54248	EACH	3351.604353	4180.132164	5445.26251",,
"UID-B-000008	707656-804	REC-TRANSMITTER UHF 5V WHITE (RT-1518)	Aircraft Part				1	53289.2	EACH	3831.266102	4918.684347	4967.648144",,
"UID-B-000019	60-2694-13	Beacon Power	Aircraft Part				1	53503.25	EACH	3004.082539	5131.423025	6801.464138",,
"UID-B-000024	066-03137-3200	RADAR DISPLAY EFS	Aircraft Part				1	45690.48	EACH	3874.818675	5816.266679	6817.584677",,
"UID-B-000031	117-384036-9	TORQUE IND.	Aircraft Part				1	42943	EACH	3905.507692	5413.23485	5697.303529",,
"UID-B-000034	4057697-901	At-850 Lightning Sensor Ant.	Aircraft Part				1	11982.72	EACH	4341.24817	5816.9912	6052.277524",,
"UID-B-000035	117-389018-3	FLEX HOSE ASSY - BLEED AIR  ENGINE	Aircraft Part				1	25803.1	EACH	3196.667525	5248.417562	6261.985102",,
"UID-B-000039	101-364572-19	Module Assem Ice V      Sense & Ni Speed	Aircraft Part				1	18173.43	EACH	4060.656142	4803.000461	6901.740799",,
"UID-B-000043	622-8393-013	Wxp-850A Wx Rdr Control Pnl	Aircraft Part				1	33004	EACH	3431.307015	4580.336114	6282.424705",,
"UID-B-000044	117-560089-1	Tube-Oxygen Aft Pressure Bulkhead	Aircraft Part				1	43972.26	EACH	3947.493404	5688.223364	8310.596045",,
"UID-B-000045	570-23932-106	Altimeter  Barometric	Aircraft Part				1	32248	EACH	3593.999644	5033.530982	7078.510063",,
"UID-B-000046	582-10A4B0C3-0303	Annuciator	Aircraft Part				1	32248	EACH	2563.261565	5040.731512	6406.183461",,
"UID-B-000051	7007453-903	Gyro Rg204	Aircraft Part				1	14927.19	EACH	3773.800876	4140.175356	4963.389746",,
"UID-B-000061	101-384177-11	CONTROL	Aircraft Part				1	11373.51	EACH	3352.017162	4198.684388	5783.775197",,
"UID-B-000063	822-1107-103	FGP-3000 FLIGHT GUIDANCE PANEL	Aircraft Part				1	10435.35	EACH	2973.523689	5166.850464	7058.237638",,
"UID-B-000068	101-381011-9	VALVE ASSY	Aircraft Part				1	4655	EACH	4385.447647	4944.868533	5310.474008",,
"UID-B-000073	622-9462-024	PRE-80A Alerter/Preselector	Aircraft Part				1	3168	EACH	4984.64176	5428.357913	7896.614686",,
"UID-B-000077	622-9785-032 	APC-65J Autopilot Computer	Aircraft Part				1	7700	EACH	4197.141452	4509.458643	4627.580134",,
"UID-B-000080	Model 438	""Audio Amp"," DB Systems""	Aircraft Part				1	1200	EACH	2881.165698	4633.924733	6128.573002",
"UID-B-000081	600-001	Aural Tone Generator	Aircraft Part				1	2638.5	EACH	4181.624947	5993.603412	6671.102459",,
"UID-B-000086	101-380081-1	Overspeed Warning Switch	Aircraft Part				1	2500	EACH	4445.552075	4521.171248	5283.92499",,
"UID-B-000087	822-1398-493	Air Data Computer               ADC-87	Aircraft Part				1	15684	EACH	4526.962124	5189.362542	7429.223526",,
"UID-B-000093	501-1197-08	Stby ADI                              AI-804U	Aircraft Part				1	4300	EACH	2668.593576	4039.712232	4583.73681",,
"UID-B-000095	622-6137-201	Nav Receiver                         VIR-32	Aircraft Part				1	3015.8	EACH	3019.49446	4060.980326	6027.839741",,
"UID-B-000099	3010-00-00	TAWS Computer	Aircraft Part				1	2131	EACH	4119.363175	5875.586181	6098.778099",,
"UID-B-000074	622-5798-008	FCP-65	Aircraft Part				1	2680	EACH	996.9612948	1321.425214	1751.124423",,
"UID-B-000076	622-6684-005	APP-65A Autopilot Control Panel	Aircraft Part				1	2596	EACH	961.0452108	1359.873928	1843.432588",,
"UID-B-000083	622-6522-008	ADF Control	Aircraft Part				1	2708	EACH	1133.730788	1284.645234	1825.177863",,
"UID-B-000088	AD32	Altimeter                              AD32	Aircraft Part				1	10500	EACH	1282.715875	1778.835066	1797.53667",,
"UID-B-000089	622-4565-001	Vertical Gyro	Aircraft Part				1	6160	EACH	876.1323869	1272.089581	1428.299976",,
"UID-B-000092	622-6136-002	Directional Gyro	Aircraft Part				1	2750	EACH	1071.156051	1769.706972	2009.314173",,
"UID-B-000096	622-8439-003	Weather Radar Antenna       RTA-852	Aircraft Part				1	25968	EACH	909.008719	1553.826635	1816.993536",,
"UID-B-000102	1018-2-213	FMS CDU	Aircraft Part				1	12500	EACH	1110.785981	1307.605409	1485.472547",,
"UID-B-000103	2192-30-11101	FMS NCU UNS-1F          SWV 901.X 	Aircraft Part				1	 $-   	EACH	1119.870392	1603.140361	1713.06747",,
"UID-B-000022	RCA22-42-5V	Indicator-Gyro Horizon  Air (5V)	Aircraft Part				1	 $-   	EACH	293.6547242	501.3335689	627.4082834",,
"UID-B-000026	501-1860-0201	Gh-3100 Esis Display	Aircraft Part				1	46315.29	EACH	8432.969803	10288.62139	11852.33479",,
"UID-B-000036	822-0727-001	Diplexer	Aircraft Part				1	38000	EACH	8267.136841	9137.989923	12296.38246",,
"UID-B-000055	822-0883-054	CARD  IAPS PWR	Aircraft Part				1	159184.33	EACH	6528.631325	9911.111601	10053.29155",,
